No	Sample	N_SNPs	GD1_x	GD2_y	GD3_z	F_percent	E_percent	A_percent	hpgpAfrica	hpgpAfrica-distant	hpgpAfroamerica	hpgpEuroamerica	hpgpMediterranea	hpgpEurope	hpgpEurasia	hpgpAsia	hpgpAklavik86-like	Refpop	Nearest_neighbor	Separation_percent
504	HpGP-LAT-021	44787	1.524763	1.296071	0.003324	0	94.8	5.2	0.45891	0.591195	0.351306	0.297306	0.288497	0.249728	0.286859	0.419724	0.436597	hpgpEurope	hpgpEurasia	14.87
505	HpGP-LAT-022	44787	1.477467	1.291242	0.002014	0	99.45	0.55	0.437202	0.581844	0.337393	0.28753	0.278532	0.251794	0.303689	0.441008	0.446312	hpgpEurope	hpgpMediterranea	10.62
506	HpGP-LAT-023	44787	1.488864	1.290624	-0.000487	0	97.72	2.27	0.440611	0.583078	0.339447	0.287445	0.276408	0.249499	0.298704	0.434039	0.444205	hpgpEurope	hpgpMediterranea	10.79
507	HpGP-LAT-024	44787	1.548259	1.288131	0.001284	0	89.68	10.32	0.464747	0.587585	0.35376	0.299528	0.290424	0.25014	0.278927	0.402211	0.425034	hpgpEurope	hpgpEurasia	11.51
508	HpGP-LAT-025	44787	1.506872	1.28758	-0.002497	0	94.46	5.54	0.446031	0.587035	0.344159	0.289816	0.280263	0.248316	0.289909	0.422317	0.434313	hpgpEurope	hpgpMediterranea	12.87
509	HpGP-LAT-026	44787	1.484417	1.293118	-0.001929	0	99.08	0.92	0.439122	0.580965	0.338745	0.285353	0.27492	0.247471	0.300071	0.437446	0.444571	hpgpEurope	hpgpMediterranea	11.09
510	HpGP-LAT-027	44787	1.541428	1.269711	-0.000466	0	84.71	15.29	0.45439	0.584389	0.34853	0.296449	0.289373	0.255555	0.285152	0.394227	0.415504	hpgpEurope	hpgpEurasia	11.58
511	HpGP-LAT-028	44787	1.501989	1.298133	0.001627	0	98.26	1.74	0.449647	0.58639	0.34694	0.294547	0.28453	0.248194	0.296938	0.432312	0.441007	hpgpEurope	hpgpMediterranea	14.64
512	HpGP-LAT-029	44787	1.52176	1.272561	0.004001	0	87.9	12.1	0.44923	0.582074	0.346933	0.294595	0.286331	0.258995	0.290504	0.407366	0.425099	hpgpEurope	hpgpMediterranea	10.55
513	HpGP-LAT-030	44787	1.487931	1.290851	-0.002216	0	97.92	2.08	0.439602	0.586246	0.338212	0.285929	0.274954	0.247943	0.2974	0.434185	0.444581	hpgpEurope	hpgpMediterranea	10.89
514	HpGP-LAT-031	44787	1.514892	1.294667	0.002504	0	95.6	4.4	0.454007	0.589005	0.347961	0.295732	0.286233	0.249829	0.292045	0.423778	0.437534	hpgpEurope	hpgpMediterranea	14.57
515	HpGP-LAT-032	44787	1.518106	1.296054	0.002633	0	95.61	4.39	0.455892	0.591853	0.349736	0.295152	0.286448	0.249337	0.292147	0.422978	0.433546	hpgpEurope	hpgpMediterranea	14.88
516	HpGP-LAT-033	44787	1.466677	1.294013	-0.004533	0	100	0	0.431114	0.580246	0.33205	0.280379	0.267324	0.245422	0.304769	0.446473	0.44656	hpgpEurope	hpgpMediterranea	8.92
517	HpGP-LAT-034	44787	1.517945	1.294212	0.003694	0	95.08	4.92	0.455579	0.591359	0.34919	0.294385	0.285371	0.250936	0.292569	0.422248	0.433571	hpgpEurope	hpgpMediterranea	13.72
518	HpGP-LAT-035	44787	1.490106	1.29036	0.00106	0	97.48	2.52	0.441659	0.585687	0.340676	0.289076	0.280891	0.250902	0.300429	0.43366	0.435757	hpgpEurope	hpgpMediterranea	11.95
519	HpGP-LAT-036	44787	1.515986	1.289855	0.001017	0	94.02	5.98	0.452056	0.583725	0.347972	0.293513	0.285757	0.250261	0.291205	0.419917	0.436232	hpgpEurope	hpgpMediterranea	14.18
520	HpGP-LIT-001	44787	1.45508	1.287107	-0.007101	2.63	97.37	0	0.422741	0.578204	0.328338	0.278912	0.268186	0.246066	0.309256	0.447645	0.451347	hpgpEurope	hpgpMediterranea	8.99
521	HpGP-LIT-002	44787	1.467684	1.295664	0.00111	0	100	0	0.434464	0.586659	0.336937	0.285805	0.272002	0.249691	0.309508	0.448489	0.45244	hpgpEurope	hpgpMediterranea	8.94
522	HpGP-LIT-003	44787	1.513295	1.287647	0.000311	0	93.68	6.32	0.449844	0.586352	0.344362	0.2898	0.280395	0.250536	0.293363	0.419795	0.434761	hpgpEurope	hpgpMediterranea	11.92
523	HpGP-LIT-004	44787	1.491304	1.289925	-0.004338	0	97.19	2.81	0.439765	0.581764	0.337057	0.284294	0.272583	0.246334	0.298067	0.431297	0.443728	hpgpEurope	hpgpMediterranea	10.66
524	HpGP-LIT-006	44787	1.470153	1.290551	-0.004744	0	100	0	0.431165	0.581615	0.332577	0.281236	0.268854	0.246397	0.302143	0.442536	0.447535	hpgpEurope	hpgpMediterranea	9.11
525	HpGP-LIT-007	44787	1.497162	1.295243	0.006302	0	98.03	1.97	0.448522	0.588183	0.344589	0.292667	0.282881	0.25346	0.299128	0.434364	0.438452	hpgpEurope	hpgpMediterranea	11.61
526	HpGP-LIT-008	44787	1.467149	1.288331	-0.007509	0.71	99.28	0.02	0.427972	0.579724	0.331148	0.279318	0.267723	0.244897	0.305084	0.442004	0.447015	hpgpEurope	hpgpMediterranea	9.32
527	HpGP-LIT-010	44787	1.505234	1.290553	-0.000715	0	95.58	4.42	0.447197	0.586732	0.342462	0.290536	0.281412	0.248828	0.29265	0.425439	0.435781	hpgpEurope	hpgpMediterranea	13.09
528	HpGP-LIT-012	44787	1.468783	1.293685	-0.003492	0	100	0	0.432284	0.575859	0.333969	0.280552	0.267944	0.246382	0.305206	0.445469	0.45044	hpgpEurope	hpgpMediterranea	8.75
529	HpGP-LIT-013	44787	1.479361	1.286485	-0.007833	0	97.72	2.28	0.432156	0.581716	0.332469	0.280553	0.268727	0.244917	0.300139	0.434472	0.442124	hpgpEurope	hpgpMediterranea	9.72
530	HpGP-LIT-020	44787	1.487261	1.291794	-0.001447	0	98.3	1.7	0.439994	0.582964	0.339602	0.286	0.274624	0.248287	0.301555	0.435309	0.442285	hpgpEurope	hpgpMediterranea	10.61
531	HpGP-LIT-021	44787	1.53763	1.285624	-0.003279	0	90.14	9.86	0.457583	0.585326	0.350293	0.294004	0.28501	0.247414	0.280236	0.404971	0.425541	hpgpEurope	hpgpEurasia	13.27
532	HpGP-LIT-023	44787	1.49226	1.292092	0.003439	0	97.72	2.28	0.444165	0.586638	0.342155	0.290669	0.280602	0.252271	0.30188	0.434233	0.444531	hpgpEurope	hpgpMediterranea	11.23
533	HpGP-LIT-024	44787	1.456882	1.294379	-0.005279	0.8	99.2	0	0.426929	0.582326	0.33076	0.280176	0.268241	0.244938	0.307001	0.451571	0.452854	hpgpEurope	hpgpMediterranea	9.51
534	HpGP-LIT-025	44787	1.506698	1.286078	-0.002152	0	94.02	5.98	0.445544	0.587771	0.34125	0.286043	0.276985	0.24917	0.294608	0.421602	0.437178	hpgpEurope	hpgpMediterranea	11.16
535	HpGP-LIT-026	44787	1.466682	1.293523	-0.000426	0	100	0	0.432626	0.583108	0.33545	0.283796	0.272153	0.24917	0.306148	0.447303	0.450257	hpgpEurope	hpgpMediterranea	9.22
536	HpGP-LIT-028	44787	1.499683	1.289287	-0.000207	0	95.9	4.1	0.444662	0.586351	0.343742	0.291172	0.280776	0.249901	0.295194	0.427699	0.441147	hpgpEurope	hpgpMediterranea	12.35
537	HpGP-LIT-029	44787	1.503471	1.287758	0.000164	0	94.95	5.05	0.445799	0.585145	0.342839	0.291083	0.281874	0.250667	0.295514	0.424919	0.438367	hpgpEurope	hpgpMediterranea	12.45
538	HpGP-LIT-030	44787	1.489513	1.294158	0.004528	0	98.71	1.29	0.444255	0.586065	0.343729	0.292024	0.282386	0.252547	0.300941	0.437196	0.449035	hpgpEurope	hpgpMediterranea	11.82
539	HpGP-LIT-031	44787	1.523608	1.289843	0.005227	0	93.08	6.92	0.456908	0.588509	0.350187	0.298087	0.288341	0.253691	0.291072	0.417109	0.433062	hpgpEurope	hpgpMediterranea	13.66
540	HpGP-LIT-032	44787	1.481744	1.286234	-0.004533	0	97.32	2.68	0.434398	0.582276	0.335415	0.284115	0.275172	0.247803	0.297372	0.43399	0.449145	hpgpEurope	hpgpMediterranea	11.04
541	HpGP-LIT-035	44787	1.524265	1.283525	0.001475	0	91.07	8.93	0.453286	0.584685	0.349047	0.295863	0.288565	0.252719	0.285986	0.41195	0.430244	hpgpEurope	hpgpEurasia	13.16
542	HpGP-LIT-041	44787	1.501836	1.277486	-0.005301	0	91.93	8.07	0.439065	0.579472	0.338143	0.286559	0.277816	0.249719	0.291565	0.418107	0.433748	hpgpEurope	hpgpMediterranea	11.25
543	HpGP-MAL-002	44787	1.616242	1.256448	0.064569	0	72.87	27.13	0.506902	0.606924	0.397976	0.355441	0.356323	0.314634	0.219587	0.365286	0.413004	hpgpEurasia	hpgpEurope	43.28
544	HpGP-MAL-003	44787	1.756886	1.096103	-0.00098	2.05	0	97.95	0.47799	0.581549	0.370399	0.330268	0.340672	0.311953	0.266375	0.178163	0.302364	hpgpAsia	hpgpEurasia	49.51
545	HpGP-MAL-004	44787	1.62801	1.259375	0.078687	0	72.76	27.24	0.518626	0.61537	0.408624	0.366811	0.370409	0.325475	0.218465	0.364807	0.413223	hpgpEurasia	hpgpEurope	48.98
546	HpGP-MAL-005	44787	1.775398	1.098217	0.001629	0	0	100	0.487434	0.582217	0.374447	0.332879	0.343624	0.312883	0.261018	0.170541	0.29556	hpgpAsia	hpgpEurasia	53.05
547	HpGP-MAL-006	44787	1.776437	1.103711	0.016468	0	1.91	98.09	0.496011	0.583458	0.383344	0.342927	0.354411	0.32374	0.270906	0.177366	0.303998	hpgpAsia	hpgpEurasia	52.74
548	HpGP-MAL-007	44787	1.253361	1.250919	0.029945	32.74	67.26	0	0.341928	0.570234	0.300141	0.279048	0.267408	0.297621	0.397674	0.540761	0.520324	hpgpMediterranea	hpgpEuroamerica	4.35
549	HpGP-MAL-008	44787	1.77259	1.090702	-0.001576	1.02	0	98.98	0.482173	0.577863	0.372238	0.331821	0.343303	0.312929	0.258741	0.166611	0.294147	hpgpAsia	hpgpEurasia	55.3
550	HpGP-MAL-010	44787	1.741707	1.124816	0.011683	0	12.82	87.18	0.487648	0.58511	0.377821	0.335572	0.343603	0.312932	0.273117	0.206732	0.322393	hpgpAsia	hpgpEurasia	32.11
551	HpGP-MAL-012	44787	1.776022	1.098757	0.006736	0	0	100	0.489993	0.581948	0.377711	0.3382	0.348755	0.317105	0.265771	0.171941	0.29887	hpgpAsia	hpgpEurasia	54.57
552	HpGP-MAL-015	44787	1.771498	1.095	0.001839	0.28	0	99.72	0.484728	0.580149	0.373753	0.332992	0.344109	0.31436	0.263118	0.170692	0.2988	hpgpAsia	hpgpEurasia	54.15
553	HpGP-MAL-016	44787	1.627805	1.249831	0.064057	0	69.68	30.32	0.508972	0.61151	0.398495	0.357641	0.361371	0.316254	0.213638	0.355177	0.405343	hpgpEurasia	hpgpEurope	48.03
554	HpGP-MAL-017	44787	1.632331	1.258499	0.073578	0	72.11	27.89	0.517966	0.611364	0.405894	0.36404	0.367428	0.321224	0.218242	0.360638	0.412182	hpgpEurasia	hpgpEurope	47.19
555	HpGP-MAL-018	44787	1.775452	1.091986	0.002151	0.38	0	99.62	0.485357	0.579246	0.374441	0.334364	0.34627	0.315611	0.263563	0.166918	0.297184	hpgpAsia	hpgpEurasia	57.9
556	HpGP-MAL-019	44787	1.625816	1.262127	0.071986	0	73.83	26.17	0.515988	0.612206	0.403858	0.360672	0.362778	0.318714	0.215478	0.365759	0.413702	hpgpEurasia	hpgpEurope	47.91
557	HpGP-MAL-020	44787	1.767642	1.095152	0.004367	0.77	0	99.23	0.484246	0.584416	0.375876	0.335385	0.347951	0.316618	0.266571	0.173477	0.29972	hpgpAsia	hpgpEurasia	53.66
558	HpGP-MAL-021	44787	1.772143	1.095518	0.000934	0.08	0	99.92	0.484812	0.579849	0.375467	0.334402	0.343911	0.313364	0.262637	0.17042	0.29691	hpgpAsia	hpgpEurasia	54.11
559	HpGP-MAL-022	44787	1.772383	1.098672	0.008219	0	0	100	0.489082	0.586922	0.378195	0.339023	0.348843	0.318536	0.267869	0.174185	0.303137	hpgpAsia	hpgpEurasia	53.78
560	HpGP-MAL-023	44787	1.772594	1.095022	0.007268	0.13	0	99.87	0.487421	0.583491	0.377441	0.337002	0.347234	0.319036	0.267899	0.171625	0.301522	hpgpAsia	hpgpEurasia	56.1
561	HpGP-MAL-025	44787	1.621595	1.256322	0.068415	0	72.35	27.65	0.510633	0.613355	0.400127	0.357129	0.360348	0.31786	0.220765	0.363487	0.409695	hpgpEurasia	hpgpEurope	43.98
562	HpGP-MEX-001	44787	1.317141	1.244442	0.0089	29.08	70.92	0	0.356983	0.576426	0.288704	0.240032	0.259793	0.279755	0.351171	0.498012	0.479761	hpgpEuroamerica	hpgpMediterranea	8.23
563	HpGP-MEX-002	44787	1.340117	1.240072	0.006623	28.18	71.82	0	0.363835	0.571724	0.291502	0.245171	0.260481	0.278673	0.346909	0.482846	0.465504	hpgpEuroamerica	hpgpMediterranea	6.24
564	HpGP-MEX-003	44787	1.27784	1.214195	0.003086	41.84	58.16	0	0.327258	0.569079	0.272362	0.242856	0.261997	0.286947	0.356824	0.498668	0.476189	hpgpEuroamerica	hpgpMediterranea	7.88
565	HpGP-MEX-004	44787	1.328729	1.233817	0.003385	31.15	68.85	0	0.355514	0.570582	0.285404	0.240197	0.260156	0.278491	0.346054	0.484115	0.469902	hpgpEuroamerica	hpgpMediterranea	8.31
566	HpGP-MEX-006	44787	1.321892	1.242695	0.014339	29.14	70.86	0	0.360521	0.57617	0.29384	0.25115	0.266064	0.284975	0.355921	0.495991	0.476108	hpgpEuroamerica	hpgpMediterranea	5.94
567	HpGP-MEX-007	44787	1.367003	1.2559	0.000101	20.94	79.06	0	0.378039	0.575308	0.302013	0.262727	0.250701	0.266405	0.335872	0.476601	0.466193	hpgpMediterranea	hpgpEuroamerica	4.8
568	HpGP-MEX-008	44787	1.41633	1.244422	0.010049	17.37	76.13	6.5	0.398084	0.574513	0.314496	0.27584	0.263882	0.277739	0.333164	0.44685	0.442223	hpgpMediterranea	hpgpEuroamerica	4.53
569	HpGP-MEX-009	44787	1.3512	1.255933	0.004725	22.57	77.43	0	0.373482	0.576158	0.301518	0.265049	0.250602	0.270893	0.343877	0.486088	0.471981	hpgpMediterranea	hpgpEuroamerica	5.76
570	HpGP-MEX-010	44787	1.330364	1.242728	0.008567	28.34	71.66	0	0.361626	0.576497	0.290398	0.242213	0.261327	0.279689	0.349742	0.490032	0.475146	hpgpEuroamerica	hpgpMediterranea	7.89
571	HpGP-MEX-012	44787	1.344459	1.246551	0.004846	25.86	74.14	0	0.367287	0.572737	0.294745	0.259573	0.25416	0.27463	0.341393	0.483992	0.470945	hpgpMediterranea	hpgpEuroamerica	2.13
572	HpGP-MEX-023	44787	1.328652	1.239338	0.007137	29.49	70.51	0	0.359077	0.570951	0.292155	0.253052	0.262666	0.279737	0.348103	0.488495	0.472931	hpgpEuroamerica	hpgpMediterranea	3.8
573	HpGP-MEX-024	44787	1.338631	1.234025	0.002061	30.15	69.85	0	0.359102	0.570681	0.29053	0.248013	0.260837	0.276963	0.342315	0.478739	0.464598	hpgpEuroamerica	hpgpMediterranea	5.17
574	HpGP-MEX-027	44787	1.310418	1.227058	0.010491	34.93	65.07	0	0.34843	0.573253	0.286524	0.253162	0.266178	0.287692	0.355492	0.49151	0.4744	hpgpEuroamerica	hpgpMediterranea	5.14
575	HpGP-MEX-028	44787	1.738474	1.116113	-0.005523	0.3	8.49	91.2	0.476005	0.570637	0.358367	0.316186	0.331017	0.301257	0.254446	0.198472	0.249417	hpgpAsia	hpgpAklavik86-like	25.67
576	HpGP-MEX-032	44787	1.321331	1.238814	0.004555	30.34	69.66	0	0.35482	0.567079	0.285462	0.239388	0.258437	0.277908	0.349315	0.491271	0.472907	hpgpEuroamerica	hpgpMediterranea	7.96
577	HpGP-MEX-035	44787	1.366832	1.245595	0.010865	23.84	76.16	0	0.378577	0.574343	0.299069	0.250567	0.263039	0.279528	0.344055	0.47346	0.460723	hpgpEuroamerica	hpgpMediterranea	4.98
578	HpGP-MEX-040	44787	1.332652	1.239967	0.00686	28.93	71.07	0	0.360836	0.577757	0.292581	0.253532	0.261922	0.279145	0.351778	0.486721	0.471007	hpgpEuroamerica	hpgpMediterranea	3.31
579	HpGP-MEX-041	44787	1.280638	1.225376	0.008589	37.98	62.02	0	0.334822	0.569804	0.278558	0.247932	0.264435	0.287561	0.361465	0.505431	0.483688	hpgpEuroamerica	hpgpMediterranea	6.66
580	HpGP-MEX-043	44787	1.352249	1.225655	0.000728	30.41	66.24	3.35	0.361025	0.567686	0.290748	0.249209	0.261482	0.278446	0.338857	0.466288	0.455392	hpgpEuroamerica	hpgpMediterranea	4.92
581	HpGP-MEX-044	44787	1.299008	1.223847	0.007625	36.94	63.06	0	0.341383	0.56869	0.280189	0.249645	0.26379	0.286722	0.356477	0.494718	0.476668	hpgpEuroamerica	hpgpMediterranea	5.67
582	HpGP-MEX-045	44787	1.28552	1.226371	0.00212	37.27	62.73	0	0.334527	0.573986	0.276013	0.245016	0.257524	0.281428	0.354654	0.501721	0.482502	hpgpEuroamerica	hpgpMediterranea	5.1
583	HpGP-MEX-046	44787	1.264791	1.195558	0.005631	49.18	50.37	0.45	0.316042	0.570559	0.268366	0.244259	0.271446	0.296364	0.361294	0.494958	0.474015	hpgpEuroamerica	hpgpAfroamerica	9.87
584	HpGP-MMR-001	44787	1.625207	1.251106	0.058225	0	70.32	29.68	0.505979	0.609493	0.394456	0.350065	0.352813	0.310799	0.220036	0.355691	0.40367	hpgpEurasia	hpgpEurope	41.25
585	HpGP-MMR-002	44787	1.617414	1.251298	0.056096	0	71.07	28.93	0.501981	0.60254	0.391938	0.346943	0.348449	0.309117	0.223636	0.359266	0.403272	hpgpEurasia	hpgpEurope	38.22
586	HpGP-MMR-003	44787	1.623296	1.243366	0.058481	0	67.89	32.11	0.502428	0.607457	0.392647	0.351016	0.35424	0.313907	0.224936	0.35211	0.403142	hpgpEurasia	hpgpEurope	39.55
587	HpGP-MMR-004	44787	1.636932	1.240359	0.055736	0	65.73	34.27	0.505767	0.604624	0.394839	0.351351	0.354255	0.312204	0.22366	0.342479	0.397294	hpgpEurasia	hpgpEurope	39.59
588	HpGP-MMR-005	44787	1.624625	1.262597	0.069639	0	74.09	25.91	0.514708	0.612561	0.402246	0.358177	0.359054	0.316539	0.219213	0.366015	0.415641	hpgpEurasia	hpgpEurope	44.4
589	HpGP-MMR-006	44787	1.610485	1.252574	0.057416	0	72.11	27.89	0.50016	0.600155	0.391786	0.34754	0.348372	0.310008	0.226517	0.363988	0.407885	hpgpEurasia	hpgpEurope	36.86
590	HpGP-MMR-007	44787	1.624754	1.249701	0.056024	0	69.9	30.1	0.504365	0.602078	0.392334	0.347563	0.350906	0.309414	0.217038	0.35448	0.401567	hpgpEurasia	hpgpEurope	42.56
591	HpGP-MMR-008	44787	1.609524	1.250851	0.057702	0	71.63	28.37	0.499244	0.608773	0.390555	0.347945	0.35032	0.310916	0.227099	0.363532	0.408702	hpgpEurasia	hpgpEurope	36.91
592	HpGP-MMR-009	44787	1.617975	1.252241	0.060511	0	71.33	28.67	0.504379	0.604396	0.393858	0.351366	0.353035	0.312591	0.225317	0.360751	0.408613	hpgpEurasia	hpgpEurope	38.73
593	HpGP-MMR-010	44787	1.632731	1.239613	0.051355	0	65.82	34.18	0.501965	0.60271	0.391805	0.347193	0.350316	0.308798	0.219718	0.343009	0.397057	hpgpEurasia	hpgpEurope	40.54
594	HpGP-MMR-011	44787	1.618142	1.25355	0.060965	0	71.75	28.25	0.505121	0.608393	0.395538	0.351233	0.354213	0.312503	0.22214	0.361574	0.409699	hpgpEurasia	hpgpEurope	40.68
595	HpGP-MMR-012	44787	1.617262	1.257905	0.067781	0	73.25	26.75	0.509185	0.612221	0.398326	0.355677	0.359113	0.316862	0.224815	0.366511	0.413406	hpgpEurasia	hpgpEurope	40.94
596	HpGP-NGA-006	44787	1.159706	1.185264	0.002167	59.53	40.47	0	0.267743	0.563066	0.252758	0.250063	0.263664	0.300315	0.395124	0.542358	0.510833	hpgpEuroamerica	hpgpAfroamerica	1.08
597	HpGP-NGA-010	44787	1.163546	1.182718	0.004049	60.26	39.74	0	0.269146	0.565903	0.256244	0.253817	0.267836	0.302763	0.396087	0.539355	0.509508	hpgpEuroamerica	hpgpAfroamerica	0.96
598	HpGP-NGA-017	44787	1.047991	1.083732	-0.022045	95.62	0	4.38	0.17431	0.553001	0.203176	0.255778	0.27514	0.319762	0.394789	0.532785	0.49735	hpgpAfrica	hpgpAfroamerica	16.56
599	HpGP-NGA-019	44787	1.0362	1.081022	-0.012652	96.42	0	3.58	0.172342	0.553529	0.201155	0.258625	0.281564	0.329273	0.402168	0.539853	0.497162	hpgpAfrica	hpgpAfroamerica	16.72
600	HpGP-NPL-001	44787	1.52584	1.287584	0.027862	0	92.13	7.87	0.466307	0.593237	0.363248	0.311625	0.304941	0.274118	0.278361	0.420803	0.444586	hpgpEurope	hpgpEurasia	1.55
601	HpGP-NPL-002	44787	1.453469	1.294554	0.013678	1.22	98.78	0	0.433405	0.581663	0.339617	0.288483	0.277047	0.261452	0.310295	0.458645	0.462942	hpgpEurope	hpgpMediterranea	5.96
602	HpGP-NPL-003	44787	1.561513	1.284711	0.039341	0	87.18	12.82	0.484584	0.602866	0.376379	0.323463	0.317595	0.284056	0.249735	0.403718	0.436163	hpgpEurasia	hpgpEurope	13.74
603	HpGP-NPL-004	44787	1.683275	1.183879	0.012916	0	41.42	58.58	0.486146	0.589898	0.373956	0.32819	0.330826	0.294211	0.233687	0.272815	0.349313	hpgpEurasia	hpgpAsia	16.74
604	HpGP-NPL-005	44787	1.446643	1.285318	-0.002883	4.15	95.85	0	0.420358	0.577973	0.328232	0.277959	0.26759	0.250641	0.311782	0.452105	0.457208	hpgpEurope	hpgpMediterranea	6.76
605	HpGP-NPL-006	44787	1.447141	1.286543	-0.002833	3.81	96.19	0	0.421037	0.578108	0.328659	0.27819	0.267554	0.250223	0.311426	0.452595	0.456987	hpgpEurope	hpgpMediterranea	6.93
606	HpGP-NPL-007	44787	1.689654	1.192344	0.015849	0	44.46	55.54	0.49311	0.586016	0.378032	0.329779	0.332409	0.293474	0.234604	0.275386	0.347444	hpgpEurasia	hpgpAsia	17.38
607	HpGP-NPL-008	44787	1.601883	1.275466	0.055367	0	80.21	19.79	0.50429	0.606166	0.392645	0.343712	0.342138	0.300129	0.238628	0.381621	0.423891	hpgpEurasia	hpgpEurope	25.77
608	HpGP-NPL-009	44787	1.55282	1.280833	0.041666	0	86.95	13.05	0.48054	0.60236	0.374995	0.326897	0.320675	0.287758	0.251369	0.406539	0.43821	hpgpEurasia	hpgpEurope	14.48
609	HpGP-NPL-010	44787	1.423492	1.274036	0.010327	9.76	90.24	0	0.412126	0.581085	0.329137	0.289479	0.283846	0.266947	0.318238	0.460973	0.46938	hpgpEurope	hpgpMediterranea	6.33
610	HpGP-NPL-011	44787	1.521743	1.281908	0.018859	0	90.87	9.13	0.458814	0.589258	0.357357	0.306975	0.299784	0.268493	0.274224	0.417055	0.438608	hpgpEurope	hpgpEurasia	2.13
611	HpGP-NPL-012	44787	1.505078	1.273031	0.013123	0	90.08	9.92	0.446328	0.591773	0.348672	0.299844	0.291503	0.267258	0.287175	0.418805	0.439427	hpgpEurope	hpgpEurasia	7.45
612	HpGP-NPL-013	44787	1.543972	1.27703	0.038155	0	86.76	13.24	0.474057	0.598029	0.37004	0.322378	0.319372	0.286365	0.255818	0.407887	0.434062	hpgpEurasia	hpgpEurope	11.94
613	HpGP-PER-011	44787	1.667407	1.140944	0.00583	4.83	21.58	73.59	0.460786	0.574937	0.353452	0.310018	0.324893	0.304219	0.276847	0.253352	0.299218	hpgpAsia	hpgpEurasia	9.27
614	HpGP-PER-013	44787	1.09219	1.101062	-0.015698	93.87	0.56	5.57	0.201465	0.555634	0.215043	0.259324	0.27798	0.317601	0.386645	0.521987	0.486386	hpgpAfrica	hpgpAfroamerica	6.74
615	HpGP-PER-014	44787	1.327656	1.229099	0.004543	32.72	67.28	0	0.353799	0.572237	0.287232	0.246173	0.261267	0.281253	0.346036	0.482159	0.468297	hpgpEuroamerica	hpgpMediterranea	6.13
616	HpGP-PER-016	44787	1.326197	1.242929	0.005755	28.67	71.33	0	0.358836	0.573175	0.290915	0.247762	0.26007	0.277299	0.347783	0.491544	0.473292	hpgpEuroamerica	hpgpMediterranea	4.97
617	HpGP-PER-017	44787	1.271249	1.224011	0.01009	39.16	60.84	0	0.331088	0.568873	0.272516	0.237151	0.263953	0.28965	0.36339	0.509896	0.486023	hpgpEuroamerica	hpgpMediterranea	11.3
618	HpGP-PER-018	44787	1.308336	1.218079	-0.002619	38.03	61.97	0	0.338844	0.568071	0.278526	0.246527	0.260131	0.279642	0.345576	0.48361	0.470183	hpgpEuroamerica	hpgpMediterranea	5.52
619	HpGP-PER-019	44787	1.743435	1.121811	0.006083	0	11.31	88.69	0.484934	0.577621	0.368197	0.320943	0.338586	0.309111	0.258218	0.202498	0.258319	hpgpAsia	hpgpEurasia	27.52
620	HpGP-PER-020	44787	1.146698	1.131865	-0.010135	79.55	16.8	3.65	0.237522	0.554555	0.214363	0.254033	0.274619	0.309524	0.377003	0.513706	0.480867	hpgpAfroamerica	hpgpAfrica	10.8
621	HpGP-PER-021	44787	1.352227	1.227543	0.000193	30	67.23	2.77	0.361496	0.571171	0.289687	0.25011	0.261948	0.277292	0.338622	0.467284	0.453101	hpgpEuroamerica	hpgpMediterranea	4.73
622	HpGP-PER-101	44787	1.396545	1.22674	0.00764	23.98	66.81	9.21	0.382421	0.575132	0.305294	0.252423	0.274007	0.282707	0.334212	0.44585	0.4416	hpgpEuroamerica	hpgpMediterranea	8.55
623	HpGP-PER-102	44787	1.292602	1.205795	-0.002563	43.07	55.77	1.16	0.32786	0.566805	0.269653	0.241469	0.263078	0.284657	0.350654	0.484421	0.465903	hpgpEuroamerica	hpgpMediterranea	8.95
624	HpGP-PER-103	44787	1.343541	1.249147	0.011855	25.22	74.78	0	0.370762	0.577257	0.300233	0.264601	0.25415	0.2798	0.349164	0.487947	0.473941	hpgpMediterranea	hpgpEuroamerica	4.11
625	HpGP-PER-104	44787	1.370021	1.220597	0.002359	29.03	63.57	7.4	0.367099	0.568423	0.294299	0.252369	0.267093	0.28117	0.338244	0.454479	0.447896	hpgpEuroamerica	hpgpMediterranea	5.83
626	HpGP-PER-105	44787	1.435716	1.210121	0.000704	22.13	58.05	19.82	0.389441	0.572715	0.307199	0.260466	0.276591	0.281556	0.322102	0.413655	0.418291	hpgpEuroamerica	hpgpMediterranea	6.19
627	HpGP-PER-106	44787	1.346745	1.22703	0.003724	30.88	66.96	2.16	0.360514	0.570389	0.292047	0.247654	0.262728	0.280715	0.343466	0.470789	0.462952	hpgpEuroamerica	hpgpMediterranea	6.09
628	HpGP-PER-107	44787	1.343914	1.237744	0.008173	28.5	71.5	0	0.365165	0.574311	0.294045	0.244984	0.264345	0.280754	0.347725	0.479904	0.47111	hpgpEuroamerica	hpgpMediterranea	7.9
629	HpGP-PER-108	44787	1.327751	1.209173	0.011677	37.42	57.55	5.03	0.349379	0.575586	0.285129	0.250645	0.277023	0.294727	0.351214	0.472114	0.460663	hpgpEuroamerica	hpgpMediterranea	10.52
630	HpGP-PER-109	44787	1.339891	1.239457	0.005365	28.38	71.62	0	0.362996	0.570567	0.291485	0.24689	0.259677	0.277811	0.344769	0.482249	0.464948	hpgpEuroamerica	hpgpMediterranea	5.18
